episode_title,published_at,track_no,artist,title,raw_text,source_field,extraction_status
6/2 田中渓のBeyond K-point,"Sun, 01 Jun 2025 20:59:00 -0000",2,Nas,I can,Nas / I can,content_encoded,ok
6/2 田中渓のBeyond K-point,"Sun, 01 Jun 2025 20:59:00 -0000",3,Warren G & Sissel,Prince Igor,Warren G & Sissel / Prince Igor,content_encoded,ok
6/2 田中渓のBeyond K-point,"Sun, 01 Jun 2025 20:59:00 -0000",4,Sweetbox,Everything’ gonna be alright,Sweetbox / Everything’ gonna be alright,content_encoded,ok
6/2 田中渓のBeyond K-point,"Sun, 01 Jun 2025 20:59:00 -0000",5,Sweetbox,Miss You（20秒程度）,Sweetbox / Miss You（20秒程度）,content_encoded,ok
6/2 田中渓のBeyond K-point,"Sun, 01 Jun 2025 20:59:00 -0000",6,Eternity,Wonderful World,Eternity / Wonderful World,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",1,Jazztronik,七色,Jazztronik /七色,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",2,Shawn Mendes & Camila Cabello,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello /I Know What You Did Last Summer,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",3,Ten,Butterfly,Ten / Butterfly,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",7,Maxi Priest,Close to you,Maxi Priest / Close to you,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",8,Major Lazer & DJ Snake,Lean on,Major Lazer & DJ Snake / Lean on,content_encoded,ok
5/12 田中渓のBeyond K-point,"Sun, 11 May 2025 20:59:00 -0000",9,Lutricia Mcneal,Ain’t that just the way,Lutricia Mcneal / Ain’t that just the way,content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",1,Heatwave,Dreamin’ You,Heatwave/ Dreamin’ You,content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",2,J-hope,Hope World,J-hope/ Hope World,content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",3,Kenichiro Nishihara,My leaving (feat. Mabanua),Kenichiro Nishihara / My leaving (feat. Mabanua),content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",4,エンニオ・モリコーネ,Gabriel’s Oboe,エンニオ・モリコーネ / Gabriel’s Oboe,content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",5,Schroeder Heads,Newdays,Schroeder Heads / Newdays,content_encoded,ok
5/5 田中渓のBeyond K-point,"Sun, 04 May 2025 20:59:00 -0000",6,DJ Jazzy jeff,For da love of da game,DJ Jazzy jeff / For da love of da game,content_encoded,ok
4/28 田中渓のBeyond K-point,"Sun, 27 Apr 2025 20:59:00 -0000",1,Charlie Puth,The way I am,Charlie Puth / The way I am,content_encoded,ok
4/28 田中渓のBeyond K-point,"Sun, 27 Apr 2025 20:59:00 -0000",2,Lesh,Elevation,Lesh / Elevation,content_encoded,ok
4/28 田中渓のBeyond K-point,"Sun, 27 Apr 2025 20:59:00 -0000",3,The 1975,She is American,The 1975 / She is American,content_encoded,ok
4/28 田中渓のBeyond K-point,"Sun, 27 Apr 2025 20:59:00 -0000",4,Deep Forest,Bohemian Ballet,Deep Forest / Bohemian Ballet,content_encoded,ok
4/28 田中渓のBeyond K-point,"Sun, 27 Apr 2025 20:59:00 -0000",5,Chaka Khan,Ain’t nobody,Chaka Khan / Ain’t nobody,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",1,Redfoo,Where the Sun Goes,Redfoo / Where the Sun Goes,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",2,Dirty Loops,Rock You,Dirty Loops/ Rock You,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",3,Jung Kook,Seven,Jung Kook / Seven,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",4,2pac,Changes,2pac / Changes,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",5,2pac,Love your hood,2pac / Love your hood,content_encoded,ok
4/21 田中渓のBeyond K-point,"Sun, 20 Apr 2025 20:59:00 -0000",6,The Brand New Heavies,You are the Universe,The Brand New Heavies / You are the Universe,content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",1,Elisha la verne,I’m not dreaming (Remix.),Elisha la verne _ I’m not dreaming (Remix.),content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",2,Blessed of Union of Soul,I believe,Blessed of Union of Soul _ I believe,content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",3,Craig David,Time to party,Craig David _ Time to party,content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",4,T-square (Naohiro Iwai & 東京佼成ウインドオーケストラ Ver.),Omens of Love,T-square (Naohiro Iwai & 東京佼成ウインドオーケストラ Ver.) _ Omens of Love,content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",5,Count Bass D,Seven Years,Count Bass D _ Seven Years,content_encoded,ok
4 / 14 田中渓のBeyond K-point,"Sun, 13 Apr 2025 20:59:00 -0000",6,Jerzee Monet,Most High (Remix) feat. DMX,Jerzee Monet - Most High (Remix) feat. DMX,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",1,Anger of the Earth,Nomak,Anger of the Earth / Nomak,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",2,Give Life Back to Music,Daft Punk,Give Life Back to Music / Daft Punk,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",3,Saturday Sunday,Jason Derulo & David Guetta,Saturday Sunday / Jason Derulo & David Guetta,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",4,Blessing it (Remix feat. Substantial & Pace Rock),Nujabes,Blessing it (Remix feat. Substantial & Pace Rock) / Nujabes,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",5,Still talking to you,Nujabes,Still talking to you / Nujabes,content_encoded,ok
4 / 7 田中渓のBeyond K-point,"Sun, 06 Apr 2025 20:59:00 -0000",6,It’s Okay (Stargate Radio Edit),Des’ree,It’s Okay (Stargate Radio Edit) / Des’ree,content_encoded,ok
